listing_id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_total_listings_count,host_identity_verified,neighborhood,district,city,latitude,longitude,property_type,room_type,accommodates,bedrooms,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
20213045,Spacious and Modern Dream Townhouse,2678122,2012-06-19,New York/ New York/ United States,within a day,0.8,0.62,3.0,t,Williamsburg,Brooklyn,New York,40.71587,-73.94874,Entire townhouse,Entire place,6,3.0,"['Refrigerator', 'Microwave', 'Shampoo', 'Air conditioning', 'Free street parking', 'Kitchen', 'Oven', 'Iron', 'Hangers', 'Smoke alarm', 'Washer', 'Dedicated workspace', 'Dryer', 'Hot water', 'Long term stays allowed', 'Lockbox', 'Hair dryer', 'Essentials', 'Dishes and silverware', 'Dishwasher', 'Wifi', 'Heating', 'BBQ grill', 'Patio or balcony', 'Cooking basics', 'First aid kit', 'Stove', 'Luggage dropoff allowed', 'Private entrance', 'Garden or backyard', 'Carbon monoxide alarm']",243,4,30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
39714155,Girls/FreshRoom with Balcony next to GuestBathroom,34732438,2015-06-01,Istanbul/ Istanbul/ Turkey,within an hour,1.0,0.84,3.0,t,Kadikoy,,Istanbul,40.98756,29.02526,Private room in apartment,Private room,1,1.0,"['Iron', 'Cleaning products', 'Essentials', 'Bed linens', 'Heating', 'Microwave', 'Stove', 'Refrigerator', 'Elevator', 'Drying rack for clothing', 'Body soap', 'Room-darkening shades', 'Cleaning before checkout', 'Beachfront', 'Dishes and silverware', 'Bathtub', 'Dedicated workspace', 'Patio or balcony', 'Washer', 'Wifi', 'Free street parking', 'Shower gel', 'Clothing storage: dresser', 'TV with Amazon Prime Video, Apple TV', 'Hot water', 'Shampoo', 'Hangers', 'Safe', 'Conditioner', 'Free parking on premises', 'Extra pillows and blankets', 'Hair dryer', 'Pocket wifi']",91,2,14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
41222228,For students and professionals only - 1 month min Modern and design just near the Champs-Elysees! - Professional Cleaning,323533495,2020-01-02,Paris/ Ile-de-France/ France,,,1.0,1.0,t,Elysee,,Paris,48.87711,2.30065,Entire apartment,Entire place,4,2.0,"['Elevator', 'Dishes and silverware', 'Hangers', 'Coffee maker', 'Carbon monoxide alarm', 'Iron', 'Dryer', 'Dedicated workspace', 'Smoke alarm', 'Essentials', 'Bed linens', 'Dishwasher', 'TV', 'Shampoo', 'Heating', 'Washer', 'Kitchen', 'Refrigerator', 'Hot water', 'Oven', 'Hair dryer', 'Wifi', 'Long term stays allowed', 'Microwave']",157,30,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
46002458,Acomodacao para 1 ou casal na cidade  maravilhosa!,372891441,2020-10-22,Rio de Janeiro/ State of Rio de Janeiro/ Brazil,within a few hours,1.0,1.0,0.0,t,Sao Francisco Xavier,,Rio de Janeiro,-22.90122,-43.24405,Entire apartment,Entire place,2,1.0,"['Kitchen', 'Private entrance', 'Long term stays allowed', 'Essentials', 'TV', 'Wifi', 'Hangers']",100,1,1125,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f
40764483,Spacious Apartment Heart Of CBD Parking 2xZoo Pass,25123504,2014-12-23,Sydney/ New South Wales/ Australia,within an hour,1.0,1.0,5.0,t,Sydney,,Sydney,-33.87664,151.21153,Entire apartment,Entire place,2,1.0,"['Patio or balcony', 'Building staff', 'Children\u2019s books and toys', 'Bed linens', 'Shampoo', 'Coffee maker', 'Hair dryer', 'TV', 'Heating', 'Washer', 'Iron', 'Window guards', 'Free parking on premises', 'Room-darkening shades', 'Luggage dropoff allowed', 'Essentials', 'Single level home', 'Cooking basics', 'First aid kit', 'Cable TV', 'Shower gel', 'Extra pillows and blankets', 'Kitchen', 'Elevator', 'Refrigerator', 'Oven', 'Carbon monoxide alarm', 'Dishwasher', 'Stove', 'Long term stays allowed', 'Microwave', 'Ethernet connection', 'Hot water', 'Air conditioning', 'Dryer', 'Dedicated workspace', 'Dishes and silverware', 'Hangers', 'Wifi', 'Smoke alarm']",155,5,1125,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t
2249464,Full of Light Studio - available for longer stays,4358264,2012-12-08,New York/ New York/ United States,within an hour,1.0,0.91,1.0,t,Prospect-Lefferts Gardens,Brooklyn,New York,40.66244,-73.94514,Entire apartment,Entire place,2,1.0,"['Refrigerator', 'Shampoo', 'Air conditioning', 'Free street parking', 'Kitchen', 'Coffee maker', 'Oven', 'Iron', 'Hangers', 'Smoke alarm', 'Dedicated workspace', 'Fire extinguisher', 'Hot water', 'Long term stays allowed', 'Hair dryer', 'Essentials', 'Dishes and silverware', 'Wifi', 'Heating', 'Cooking basics', 'First aid kit', 'Stove', 'Elevator', 'Carbon monoxide alarm']",61,30,90,95.0,10.0,10.0,10.0,10.0,9.0,10.0,f
37341890,"Charming studio near Montmartre, Paris",291007369,2019-09-02,FR,,,,0.0,t,Buttes-Montmartre,,Paris,48.88454,2.35293,Entire apartment,Entire place,2,,"['Essentials', 'Hangers', 'Smoke alarm', 'Wifi', 'Long term stays allowed', 'Dedicated workspace', 'TV', 'Iron', 'Dryer', 'Refrigerator', 'Dishes and silverware', 'Heating', 'Kitchen', 'Hair dryer', 'Washer', 'Microwave', 'Cooking basics', 'Cable TV', 'Single level home', 'Shampoo', 'Bed linens']",55,2,1125,92.0,10.0,10.0,10.0,10.0,9.0,10.0,t
25793323,"Tavolina, 2BR/2BA, 4 people",7642792,2013-07-22,Paris/ Ile-de-France/ France,within a few hours,0.92,0.93,186.0,t,Hotel-de-Ville,,Paris,48.85834,2.35541,Entire apartment,Entire place,4,2.0,"['Heating', 'TV', 'Iron', 'Kitchen', 'Hair dryer', 'Washer', 'Dryer', 'Hangers', 'Smoke alarm', 'Wifi', 'Cooking basics', 'Elevator', 'Long term stays allowed', 'Dedicated workspace']",97,91,1125,80.0,10.0,10.0,8.0,10.0,10.0,10.0,f
31860206,"Confortavel, perto da praia e de tudo que precisa.",238785626,2019-01-24,State of EspÃÂ­rito Santo/ Brazil,within a few hours,1.0,1.0,1.0,t,Copacabana,,Rio de Janeiro,-22.97404,-43.19169,Entire apartment,Entire place,6,3.0,"['Air conditioning', 'Essentials', 'Luggage dropoff allowed', 'Hangers', 'Dedicated workspace', 'Washer', 'Bed linens', 'Hot water', 'Window guards', 'Long term stays allowed', 'Microwave', 'Refrigerator', 'Wifi', 'Iron', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Free parking on premises', 'Cable TV', 'Elevator', 'Kitchen', 'TV', 'Oven', 'Shampoo']",350,3,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
13763381,NEW ! Cosy and design - Perfect for 2 !,80712136,2016-06-29,Paris/ Ile-de-France/ France,,,0.5,2.0,t,Enclos-St-Laurent,,Paris,48.88366,2.36747,Entire apartment,Entire place,2,,"['Kitchen', 'Coffee maker', 'Hangers', 'Bed linens', 'Long term stays allowed', 'Iron', 'First aid kit', 'Smoke alarm', 'Cable TV', 'Dedicated workspace', 'Single level home', 'Hot water', 'Refrigerator', 'Essentials', 'Cleaning before checkout', 'TV', 'Extra pillows and blankets', 'Breakfast', 'Private entrance', 'Dishes and silverware', 'Washer', 'Carbon monoxide alarm', 'Hair dryer', 'Shampoo', 'Heating', 'Cooking basics', 'Microwave', 'Wifi']",60,5,120,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f
25086537,Sandringham by the Bay airport/beach/sailing club,55023557,2016-01-17,Sans Souci/ New South Wales/ Australia,,,0.78,2.0,t,Rockdale,,Sydney,-33.99519,151.1411,Private room in apartment,Private room,1,1.0,"['Bed linens', 'Shampoo', 'Hair dryer', 'Beachfront', 'TV', 'Heating', 'Washer', 'Iron', 'Essentials', 'Cooking basics', 'Cable TV', 'Host greets you', 'Extra pillows and blankets', 'Kitchen', 'Refrigerator', 'Oven', 'Stove', 'Long term stays allowed', 'Microwave', 'Breakfast', 'Hot water', 'Dryer', 'Free street parking', 'Dedicated workspace', 'Dishes and silverware', 'Hangers', 'Wifi', 'Smoke alarm']",55,3,35,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
42533931,Charming studio Place de la Bastille - Professional Cleaning,338775239,2020-02-25,Paris/ Ile-de-France/ France,,,1.0,1.0,t,Popincourt,,Paris,48.8539,2.37154,Entire apartment,Entire place,1,,"['Shampoo', 'Iron', 'Heating', 'Washer', 'Hair dryer', 'Dryer', 'Smoke alarm', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Dishes and silverware', 'Refrigerator', 'Hot water', 'Hangers', 'Essentials', 'Bed linens', 'Long term stays allowed', 'Carbon monoxide alarm', 'Microwave']",55,1,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
4917122,Beautiful 1 br Williamsburg apt,4445005,2012-12-19,New York/ New York/ United States,,,,1.0,t,Williamsburg,Brooklyn,New York,40.71281,-73.9657,Entire apartment,Entire place,2,1.0,"['Shampoo', 'Air conditioning', 'Free street parking', 'Kitchen', 'Iron', 'Hangers', 'Smoke alarm', 'Washer', 'Dedicated workspace', 'Dryer', 'Hot water', 'Long term stays allowed', 'Extra pillows and blankets', 'Lockbox', 'Hair dryer', 'Bed linens', 'Essentials', 'Gym', 'TV', 'Wifi', 'Heating', 'Paid parking off premises', 'First aid kit', 'Elevator']",165,30,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
28424551,Nuovo  2 camere da letto e 2 bagni zona Vaticano,47191384,2015-10-22,Rome/ Lazio/ Italy,a few days or more,1.0,1.0,2.0,t,XIII Aurelia,,Rome,41.8947,12.43898,Entire apartment,Entire place,6,2.0,"['Dishwasher', 'Body soap', 'Washer', 'Dedicated workspace', 'Dining table', 'Fire extinguisher', 'Microwave', 'EV charger', 'Induction stove', 'Hangers', 'Iron', 'Carbon monoxide alarm', 'Luggage dropoff allowed', 'Refrigerator', 'Clothing storage: closet', 'Dishes and silverware', 'Toaster', 'Private entrance', 'Cooking basics', 'Host greets you', 'Wifi', 'Hair dryer', 'Shower gel', 'Hot water kettle', 'Kitchen', 'Heating', 'Crib', 'Baking sheet', 'High chair', 'Freezer', 'Cleaning products', 'TV', 'Smoke alarm', 'Air conditioning', 'Coffee maker', 'Hot water', 'Free street parking', 'Nespresso machine', 'Extra pillows and blankets', 'Cable TV', 'Dryer', 'Shampoo', 'Bidet', 'Wine glasses', 'Oven', 'Essentials', 'First aid kit', 'Drying rack for clothing', 'Paid parking on premises', 'Bed linens']",86,2,15,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f
4756551,Bedroom w/Private Bath,4031913,2012-11-01,New York/ New York/ United States,within an hour,1.0,0.67,1.0,t,Prospect-Lefferts Gardens,Brooklyn,New York,40.65701,-73.96055,Private room in apartment,Private room,2,1.0,"['Refrigerator', 'Shampoo', 'Air conditioning', 'Free street parking', 'Bathtub', 'Kitchen', 'Coffee maker', 'Oven', 'Iron', 'Hangers', 'Smoke alarm', 'Dedicated workspace', 'Hot water', 'Children\u2019s books and toys', 'Long term stays allowed', 'Extra pillows and blankets', 'Hair dryer', 'Bed linens', 'Essentials', 'Dishes and silverware', 'Dishwasher', 'Lock on bedroom door', 'Wifi', 'Heating', 'Cooking basics', 'First aid kit', 'Stove', 'Carbon monoxide alarm']",92,2,1125,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f
34978718,Melhor localizacao e comodidade,160230208,2017-11-26,Rio de Janeiro/ State of Rio de Janeiro/ Brazil,,,0.5,1.0,t,Centro,,Rio de Janeiro,-22.91319,-43.18484,Entire apartment,Entire place,3,1.0,"['Elevator', 'Kitchen', 'Washer', 'Hot water', 'Long term stays allowed', 'Essentials', 'TV', 'Iron', 'Wifi', 'Oven']",120,2,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
9325979,Gorgeous Huge Loft in the LES!,48402458,2015-11-07,New York/ New York/ United States,within an hour,1.0,1.0,1.0,t,Chinatown,Manhattan,New York,40.71567,-73.99365,Entire loft,Entire place,4,1.0,"['Refrigerator', 'Single level home', 'Shampoo', 'Air conditioning', 'Bathtub', 'Kitchen', 'Coffee maker', 'Oven', 'Iron', 'Hangers', 'Smoke alarm', 'Dedicated workspace', 'Hot water', 'Long term stays allowed', 'Extra pillows and blankets', 'Lockbox', 'Hair dryer', 'Bed linens', 'Essentials', 'Dishes and silverware', 'Wifi', 'Heating', 'Paid parking off premises', 'Cooking basics', 'First aid kit', 'Stove', 'Carbon monoxide alarm']",150,2,90,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f
22036177,"Heart of Newtown, private bathroom & brand new",6614125,2013-05-28,Melbourne/ Victoria/ Australia,,,,1.0,t,Sydney,,Sydney,-33.89906,151.1806,Private room in townhouse,Private room,2,1.0,"['Washer', 'Iron', 'Smoke alarm', 'Hot water', 'Air conditioning', 'Dryer', 'Essentials', 'Dedicated workspace', 'Kitchen', 'Hangers', 'Bed linens', 'Shampoo', 'Wifi', 'Hair dryer', 'TV', 'Heating']",120,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t
6213845,"Studio, Paris 12ÃÂ¨me",32004466,2015-04-26,Paris/ Ile-de-France/ France,,,,1.0,t,Reuilly,,Paris,48.84658,2.40417,Entire apartment,Entire place,2,1.0,"['Shampoo', 'Heating', 'TV', 'Kitchen', 'Essentials', 'Washer', 'Smoke alarm', 'Wifi']",50,3,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
35473797,Loft Paris Belleville,114407,2010-04-27,Paris/ Ile-de-France/ France,,,0.0,1.0,t,Menilmontant,,Paris,48.87322,2.3858,Entire loft,Entire place,2,1.0,"['Shampoo', 'Heating', 'Pocket wifi', 'Iron', 'Kitchen', 'Hair dryer', 'Essentials', 'Washer', 'Keypad', 'Hot water', 'Hangers', 'Smoke alarm', 'Oven', 'Wifi', 'Dishes and silverware', 'Long term stays allowed', 'Dedicated workspace']",90,2,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
16369069,Stunning Deco Apartment with Harbour Views,7729554,2016-12-14,Woolloomooloo/ New South Wales/ Australia,,,,1.0,t,Sydney,,Sydney,-33.87018,151.22895,Entire apartment,Entire place,2,1.0,"['Washer', 'Iron', 'Smoke alarm', 'Essentials', 'Kitchen', 'Elevator', 'Wifi', 'TV', 'Heating']",180,5,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t
33713890,Beau studio 27m avec balcon de 5.6m. TrÃÂ¨s calm,254124389,2019-04-08,Paris/ Ile-de-France/ France,within an hour,1.0,1.0,1.0,t,Observatoire,,Paris,48.82542,2.33764,Entire apartment,Entire place,2,,"['Essentials', 'Hot water', 'Hangers', 'Smoke alarm', 'Wifi', 'Dedicated workspace', 'Host greets you', 'Paid parking on premises', 'Iron', 'Bathtub', 'Refrigerator', 'Oven', 'Dishes and silverware', 'Free street parking', 'Heating', 'Kitchen', 'Hair dryer', 'Washer', 'Microwave', 'Cooking basics', 'Room-darkening shades', 'Single level home', 'Shampoo', 'Extra pillows and blankets', 'Bed linens', 'Cleaning before checkout', 'Elevator']",80,1,21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t
3696641,TERRAZZA PAMPHILI  : GREAT TERRACE OVER ROME,12320514,2014-02-17,Rome/ Lazio/ Italy,within an hour,1.0,1.0,3.0,t,XII Monte Verde,,Rome,41.88546,12.45617,Entire apartment,Entire place,3,1.0,"['Dishwasher', 'Body soap', 'Lockbox', 'Washer', 'Dedicated workspace', 'Microwave', 'Fire extinguisher', 'Dining table', 'Barbecue utensils', 'Hangers', 'Iron', 'Carbon monoxide alarm', 'Outdoor dining area', 'Luggage dropoff allowed', 'Refrigerator', 'Dishes and silverware', 'Toaster', 'Children\u2019s dinnerware', 'Bathtub', 'Wifi', 'Clothing storage: dresser and closet', 'Hair dryer', 'Shower gel', 'Stove', 'Hot water kettle', 'Cooking basics', 'Kitchen', 'Heating', 'Crib', 'Baking sheet', 'Laundromat nearby', 'High chair', 'Outdoor shower', 'Cleaning products', 'Freezer', 'Patio or balcony', 'Smoke alarm', 'Air conditioning', 'Baby bath', 'Coffee maker', 'Hot water', 'Long term stays allowed', 'Free street parking', 'Extra pillows and blankets', 'Cable TV', 'Oven', 'Shampoo', 'Bidet', 'Wine glasses', 'Paid parking garage off premises', 'Single level home', 'Conditioner', 'Essentials', 'BBQ grill', 'Changing table', 'First aid kit', 'Drying rack for clothing', 'Room-darkening shades', 'Bed linens', '32\' HDTV']",86,3,200,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t
38739300,city heart private room Ã¥Â¸âÃ¤Â¸Â­Ã¥Â¿ÆÃ§Å¡âÃ§ÂÂ¨Ã§Â«â¹Ã¦ËÂ¿Ã©ââ,37207310,2015-07-01,Melbourne/ Victoria/ Australia,within a day,0.7,0.17,6.0,t,Sham Shui Po,,Hong Kong,22.3303,114.16556,Private room in condominium,Private room,1,1.0,"['Extra pillows and blankets', 'Bed linens', 'Long term stays allowed', 'Lock on bedroom door', 'Hot water', 'Washer', 'Iron', 'TV', 'Air conditioning', 'Wifi', 'Ethernet connection', 'Kitchen', 'Hangers', 'Essentials', 'Elevator', 'Cable TV']",180,1,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
31506629,Modern & Spacious Bedstuy Townhome w/ Garden,15185649,2014-05-06,New York/ New York/ United States,within an hour,1.0,0.9,2.0,t,Bedford-Stuyvesant,Brooklyn,New York,40.68131,-73.9243,Entire townhouse,Entire place,5,3.0,"['Babysitter recommendations', 'Refrigerator', 'Smart lock', 'Shampoo', 'Free street parking', 'Kitchen', 'Coffee maker', 'Oven', 'Free parking on premises', 'Iron', 'Hangers', 'Smoke alarm', 'Dedicated workspace', 'Fire extinguisher', 'Hot water', 'Children\u2019s books and toys', 'Long term stays allowed', 'Extra pillows and blankets', 'Hair dryer', 'Bed linens', 'Essentials', 'Dishes and silverware', 'Wifi', 'Heating', 'BBQ grill', 'Patio or balcony', 'Cooking basics', 'First aid kit', 'Stove', 'Luggage dropoff allowed', 'Private entrance', 'Beach essentials', 'Garden or backyard', 'Carbon monoxide alarm', 'Ethernet connection']",125,30,60,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
28040859,Fish Eagle's Nest - Imhoff's Gift - Room 1,201302648,2018-07-10,Cape Town/ Western Cape/ South Africa,,,1.0,1.0,t,Ward 69,,Cape Town,-34.13712,18.35746,Private room in house,Private room,2,1.0,"['Lake access', 'Stove', 'Iron', 'Lock on bedroom door', 'Lockbox', 'Oven', 'Children\u2019s books and toys', 'Cooking basics', 'Essentials', 'Washer', 'Dedicated workspace', 'Dishes and silverware', 'Kitchen', 'Free parking on premises', 'Refrigerator', 'Wifi', 'Hangers', 'Dishwasher', 'Luggage dropoff allowed']",340,2,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
22961476,Exclusive Campo di fiori loft tiber view,316068,2010-12-11,Rome/ Lazio/ Italy,within an hour,1.0,1.0,44.0,t,I Centro Storico,,Rome,41.89647,12.46751,Entire loft,Entire place,4,1.0,"['Dishwasher', 'Body soap', 'Washer', 'Dedicated workspace', 'Microwave', 'Fire extinguisher', 'Hangers', 'Iron', 'Carbon monoxide alarm', 'Refrigerator', 'Dishes and silverware', 'Host greets you', 'Cooking basics', 'Wifi', 'Stove', 'Hair dryer', 'Shower gel', 'Kitchen', 'Heating', 'TV', 'Smoke alarm', 'Air conditioning', 'Coffee maker', 'Long term stays allowed', 'Hot water', 'Extra pillows and blankets', 'Shampoo', 'Essentials', 'First aid kit', 'Bed linens']",58,3,1125,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t
1852338,Sunny BedRoom1,9673024,2013-10-28,Rome/ Lazio/ Italy,,,0.6,1.0,t,VII San Giovanni/Cinecitta,,Rome,41.88694,12.52592,Private room in townhouse,Private room,2,1.0,"['Dedicated workspace', 'Fire extinguisher', 'Hangers', 'Refrigerator', 'Dishes and silverware', 'Private entrance', 'Wifi', 'Shower gel', 'Hair dryer', 'Kitchen', 'Heating', 'Gym', 'TV', 'Patio or balcony', 'Coffee maker', 'Hot water', 'Free street parking', 'Free parking on premises', 'Cable TV', 'Shampoo', 'Essentials', 'Bed linens']",24,1,15,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f
37530471,Top Studio in the heart of Saint-germain des pres,283436989,2019-08-06,FR,,,1.0,1.0,t,Luxembourg,,Paris,48.85428,2.33723,Entire apartment,Entire place,2,1.0,"['Shampoo', 'Cooking basics', 'Heating', 'TV', 'Kitchen', 'Essentials', 'Coffee maker', 'Washer', 'Refrigerator', 'Hot water', 'Microwave', 'Hangers', 'Wifi', 'Dishes and silverware', 'Long term stays allowed', 'Dedicated workspace']",134,4,1125,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f
41475162,appartamento Pacelli 14,321457838,2019-12-27,IT,,,,0.0,t,XIII Aurelia,,Rome,41.89514,12.44133,Entire apartment,Entire place,8,2.0,"['Breakfast', 'Shampoo', 'TV', 'Private entrance', 'Long term stays allowed', 'Wifi', 'Essentials', 'Hair dryer', 'Air conditioning', 'First aid kit', 'Hangers', 'Iron', 'Kitchen', 'Heating']",90,1,30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t
9291111,Raffinato Appartamento nel Quartiere Prati,17230120,2014-06-25,Cesano/ Lazio/ Italy,within an hour,1.0,1.0,14.0,t,I Centro Storico,,Rome,41.91946,12.4638,Entire apartment,Entire place,4,1.0,"['Dishwasher', 'Pack \u2019n Play/travel crib', 'Washer', 'Fire extinguisher', 'Iron', 'Pets allowed', 'Wifi', 'Hair dryer', 'Heating', 'Crib', 'High chair', 'TV', 'Full kitchen', 'Smoke alarm', 'Air conditioning', 'Coffee maker', 'Free street parking', 'Bathroom essentials', 'Elevator', 'Carbon monoxide alarm', 'Bedroom comforts']",68,2,90,97.0,10.0,10.0,10.0,10.0,9.0,10.0,t
21985070,Cozy Room 2 MINIUTES WALK to 1 TRAIN,5400884,2013-03-10,New York/ New York/ United States,,,,1.0,t,Upper West Side,Manhattan,New York,40.80284,-73.96712,Private room in apartment,Private room,1,1.0,"['Hair dryer', 'Smoke alarm', 'Essentials', 'Hangers', 'Washer', 'TV', 'Dedicated workspace', 'Dryer', 'Shampoo', 'Heating', 'Lock on bedroom door', 'Fire extinguisher', 'Wifi', 'Private entrance', 'Air conditioning', 'Long term stays allowed', 'Kitchen']",89,30,30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
32832091,Charmant appartement lumineux aux Buttes Chaumont,246980295,2019-03-05,Paris/ Ile-de-France/ France,,,,1.0,t,Buttes-Chaumont,,Paris,48.87615,2.38126,Entire apartment,Entire place,2,1.0,"['Iron', 'Shampoo', 'Heating', 'Washer', 'Hair dryer', 'Dryer', 'Extra pillows and blankets', 'Indoor fireplace', 'Smoke alarm', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Hot water', 'Hangers', 'Essentials', 'Bed linens', 'Pocket wifi', 'Host greets you', 'Long term stays allowed']",80,3,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
7093920,Roosevelt Island Charm,37181980,2015-06-30,New York/ New York/ United States,,,1.0,1.0,t,Roosevelt Island,Manhattan,New York,40.76193,-73.94933,Private room in apartment,Private room,2,1.0,"['Hair dryer', 'Smoke alarm', 'Essentials', 'Hangers', 'TV', 'Wifi', 'Shampoo', 'Cable TV', 'Heating', 'Elevator', 'Air conditioning']",83,2,7,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f
958384,"SAPPHIRE, BEYOGLU PERA, GOLDEN HORN",5213558,2013-02-24,Istanbul/ Istanbul/ Turkey,within an hour,1.0,1.0,7.0,t,Beyoglu,,Istanbul,41.0279,28.97238,Entire apartment,Entire place,2,1.0,"['Carbon monoxide alarm', 'Smoke alarm', 'Cable TV', 'Free street parking', 'Washer', 'Long term stays allowed', 'Dishwasher', 'Hot water', 'Kitchen', 'Keypad', 'Refrigerator', 'Air conditioning', 'Dedicated workspace', 'Coffee maker', 'Stove', 'Wifi', 'Fire extinguisher', 'Dishes and silverware', 'TV', 'Heating', 'Cooking basics', 'Essentials', 'Shampoo']",305,5,365,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t
35120868,"Hotel Hendricks, Deluxe King",263201642,2019-05-21,New York/ New York/ United States,within a day,0.5,0.99,5.0,t,Midtown,Manhattan,New York,40.75178,-73.98428,Room in hotel,Private room,2,1.0,"['First aid kit', 'Hair dryer', 'Iron', 'Hangers', 'Essentials', 'Smoke alarm', 'TV', 'Dedicated workspace', 'Lock on bedroom door', 'Shampoo', 'Heating', 'Fire extinguisher', 'Wifi', 'Elevator', 'Gym', 'Air conditioning', 'Long term stays allowed', 'Carbon monoxide alarm']",119,1,28,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t
20441901,Blue Room in Artist + Activist Loft,5053976,2013-02-11,New York/ New York/ United States,a few days or more,0.33,0.33,4.0,t,Clinton Hill,Brooklyn,New York,40.68988,-73.96036,Private room in apartment,Private room,1,4.0,"['Refrigerator', 'Microwave', 'Air conditioning', 'Free street parking', 'Kitchen', 'Oven', 'Free parking on premises', 'Smoke alarm', 'Hangers', 'Washer', 'Dedicated workspace', 'Dryer', 'Hot water', 'Long term stays allowed', 'Extra pillows and blankets', 'Hair dryer', 'Bed linens', 'Essentials', 'Dishes and silverware', 'Wifi', 'Heating', 'Cooking basics', 'Stove', 'Carbon monoxide alarm']",37,30,60,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
29452507,Charming Carroll Gardens/Gowanus Apartment,977716,2011-08-16,New York/ New York/ United States,,,,1.0,t,Gowanus,Brooklyn,New York,40.67707,-73.99342,Entire apartment,Entire place,2,1.0,"['Lockbox', 'Hair dryer', 'Iron', 'Essentials', 'Hangers', 'Washer', 'Dedicated workspace', 'TV', 'Dryer', 'Wifi', 'Heating', 'Shampoo', 'Smoke alarm', 'Hot water', 'Air conditioning', 'Long term stays allowed', 'Carbon monoxide alarm', 'Kitchen']",150,30,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
45261830,A+ Location Studio Apartment (Loft 2 Double Beds),348619646,2020-06-03,New York/ New York/ United States,within an hour,1.0,0.99,38.0,t,Midtown,Manhattan,New York,40.7468,-73.98814,Entire apartment,Entire place,4,,"['First aid kit', 'Hair dryer', 'Iron', 'Essentials', 'Smoke alarm', 'Washer', 'TV', 'Dedicated workspace', 'Dryer', 'Shampoo', 'Heating', 'Wifi', 'Air conditioning', 'Long term stays allowed', 'Kitchen', 'Cooking basics']",68,1,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t
28783298,LUXURY APARTMENT 65 MQ INDEPENDENT *ALL INCLUDED*,31163361,2015-04-13,Rome/ Lazio/ Italy,within an hour,1.0,1.0,5.0,t,VII San Giovanni/Cinecitta,,Rome,41.85876,12.5389,Entire loft,Entire place,4,2.0,"['Washer', 'Dedicated workspace', 'Hangers', 'Iron', 'Luggage dropoff allowed', 'Refrigerator', 'Dishes and silverware', 'Private entrance', 'Cooking basics', 'Stove', 'Wifi', 'Hair dryer', 'Ski-in/Ski-out', 'Kitchen', 'Heating', 'Keypad', 'TV', 'Smoke alarm', 'Air conditioning', 'Coffee maker', 'Hot water', 'Long term stays allowed', 'Free street parking', 'Free parking on premises', 'Oven', 'Dryer', 'Shampoo', 'Essentials', 'Carbon monoxide alarm']",69,1,100,95.0,10.0,10.0,10.0,10.0,8.0,10.0,t
